project_id;name;display_name;description;category;home_url;logo_url;devstats_url;accepted_at;maturity;foundation
00000000-0011-0000-0000-000000000000;linkerd;Linkerd;Ultralight, security-first service mesh for Kubernetes. Main repo for Linkerd 2.x.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/275957f868af92f9a1456ded0d3629cce961645c/projects/linkerd/icon/color/linkerd-icon-color.svg;https://linkerd.devstats.cncf.io/;2017-01-23;graduated;cncf
00000000-0012-0000-0000-000000000000;opa;Open Policy Agent;An open source, general-purpose policy engine.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/opa/icon/color/opa-icon-color.svg;https://opa.devstats.cncf.io/;2018-03-29;graduated;cncf
00000000-0013-0000-0000-000000000000;prometheus;Prometheus;The Prometheus monitoring system and time series database.;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/prometheus/icon/color/prometheus-icon-color.svg;https://prometheus.devstats.cncf.io/;2016-05-09;graduated;cncf
00000000-0014-0000-0000-000000000000;rook;Rook;Storage Orchestration for Kubernetes.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/rook/icon/color/rook-icon-color.svg;https://rook.devstats.cncf.io/;2018-01-29;graduated;cncf
00000000-0015-0000-0000-000000000000;tuf;The Update Framework;Python reference implementation of The Update Framework (TUF).;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/tuf/icon/color/tuf-icon-color.svg;https://tuf.devstats.cncf.io/;2017-10-24;graduated;cncf
00000000-0016-0000-0000-000000000000;tikv;TiKV;A distributed transactional key-value database. Based on the design of Google Spanner and HBase, but simpler to manage and without dependencies on any distributed filesystem.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/tikv/icon/color/tikv-icon-color.svg;https://tikv.devstats.cncf.io/;2018-08-28;graduated;cncf
00000000-0017-0000-0000-000000000000;vitess;Vitess;Vitess is a database clustering system for horizontal scaling of MySQL.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/vitess/icon/color/vitess-icon-color.svg;https://vitess.devstats.cncf.io/;2018-02-05;graduated;cncf
00000000-0018-0000-0000-000000000000;argo;Argo;Open source tools for Kubernetes to run workflows, manage clusters, and do GitOps right.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/argo/icon/color/argo-icon-color.svg;https://argo.devstats.cncf.io/;2020-04-07;incubating;cncf
00000000-0019-0000-0000-000000000000;buildpacks;Buildpacks;Cloud Native Buildpacks transform your application source code into images that can run on any cloud.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/buildpacks/icon/color/buildpacks-icon-color.svg;https://buildpacks.devstats.cncf.io/;2018-10-03;incubating;cncf
00000000-0020-0000-0000-000000000000;cilium;Cilium;eBPF-based Networking, Observability, and Security.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/cilium/icon/color/cilium_icon-color.svg;https://cilium.devstats.cncf.io/;2021-10-13;incubating;cncf
00000000-0021-0000-0000-000000000000;cloudevents;CloudEvents;A specification for describing event data in a common way.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/cloudevents/icon/color/cloudevents-icon-color.svg;https://cloudevents.devstats.cncf.io/;2018-05-22;incubating;cncf
00000000-0022-0000-0000-000000000000;cni;Container Network Interface;Container Network Interface - networking for Linux containers.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/cni/icon/color/cni-icon-color.svg;https://cni.devstats.cncf.io/;2017-05-23;incubating;cncf
00000000-0023-0000-0000-000000000000;contour;Contour;Contour is an open source Kubernetes ingress controller providing the control plane for the Envoy edge and service proxy.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/contour/icon/color/contour-icon-color.svg;https://contour.devstats.cncf.io/;2020-07-07;incubating;cncf
00000000-0024-0000-0000-000000000000;cortex;Cortex;A multitenant, horizontally scalable Prometheus as a Service.;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/cortex/icon/color/cortex-icon-color.svg;https://cortex.devstats.cncf.io/;2018-09-20;incubating;cncf
00000000-0025-0000-0000-000000000000;cri-o;CRI-O;Open Container Initiative-based implementation of Kubernetes Container Runtime Interface.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/crio/icon/color/crio-icon-color.svg;https://crio.devstats.cncf.io/;2019-04-08;incubating;cncf
00000000-0026-0000-0000-000000000000;crossplane;Crossplane;Compose cloud infrastructure and services into custom platform APIs.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/crossplane/icon/color/crossplane-icon-color.svg;https://crossplane.devstats.cncf.io/;2020-06-23;incubating;cncf
00000000-0027-0000-0000-000000000000;dapr;Distributed Application Runtime;Dapr is a portable, event-driven, runtime for building distributed applications across cloud and edge.;serverless;;https://raw.githubusercontent.com/cncf/artwork/master/projects/dapr/icon/color/dapr-icon-color.svg;https://dapr.devstats.cncf.io/;2021-11-03;incubating;cncf
00000000-0028-0000-0000-000000000000;dragonfly;Dragonfly;Dragonfly is an intelligent P2P based image and file distribution system, it also provides a variety of enterprise-level (efficiency, stability, safety, low-cost) product features.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/dragonfly/icon/color/dragonfly-icon-color.svg;https://dragonfly.devstats.cncf.io/;2018-11-15;incubating;cncf
00000000-0029-0000-0000-000000000000;emissary-ingress;Emissary-Ingress;open source Kubernetes-native API gateway for microservices built on the Envoy Proxy.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/emissary-ingress/icon/color/emissary-ingress-icon-color.svg;https://emissaryingress.devstats.cncf.io/;2021-04-14;incubating;cncf
00000000-0030-0000-0000-000000000000;falco;Falco;Falco, the cloud-native runtime security project, is the de facto Kubernetes threat detection engine.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/falco/icon/color/falco-icon-color.svg;https://falco.devstats.cncf.io/;2018-10-10;incubating;cncf
00000000-0031-0000-0000-000000000000;flux-project;Flux;Open and extensible continuous delivery solution for Kubernetes. Powered by GitOps Toolkit.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/flux/icon/color/flux-icon-color.svg;https://flux.devstats.cncf.io/;2019-07-15;incubating;cncf
00000000-0032-0000-0000-000000000000;grpc;gRPC;A high performance, open source universal RPC framework.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/grpc/icon/color/grpc-icon-color.svg;https://grpc.devstats.cncf.io/;2017-02-16;incubating;cncf
00000000-0033-0000-0000-000000000000;keda;KEDA;KEDA is a Kubernetes-based Event Driven Autoscaling component. It provides event driven scale for any container running in Kubernetes.;serverless;;https://raw.githubusercontent.com/cncf/artwork/master/projects/keda/icon/color/keda-icon-color.svg;https://keda.devstats.cncf.io/;2020-03-09;incubating;cncf
00000000-0034-0000-0000-000000000000;kube-edge;KubeEdge;A Kubernetes Native Edge Computing Framework.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/kubeedge/icon/color/kubeedge-icon-color.svg;https://kubeedge.devstats.cncf.io/;2019-03-18;incubating;cncf
00000000-0035-0000-0000-000000000000;litmus-chaos;Litmus;Litmus is an open source Chaos Engineering platform that enables teams to identify weaknesses & potential outages in infrastructures by inducing chaos tests in a controlled way.;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/litmus/icon/color/litmus-icon-color.svg;https://litmuschaos.devstats.cncf.io/;2020-06-23;incubating;cncf
00000000-0036-0000-0000-000000000000;longhorn;Longhorn;Cloud-Native distributed storage built on and for Kubernetes.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/longhorn/icon/color/longhorn-icon-color.svg;https://longhorn.devstats.cncf.io/;2019-10-11;incubating;cncf
00000000-0037-0000-0000-000000000000;nats;NATS;Connective Technology for Adaptive Edge & Distributed Systems.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/nats/icon/color/nats-icon-color.svg;https://nats.devstats.cncf.io/;2018-03-15;incubating;cncf
00000000-0038-0000-0000-000000000000;notary;Notary;Notary is a project that allows anyone to have trust over arbitrary collections of data.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/notary/icon/color/notary-icon-color.svg;https://notary.devstats.cncf.io/;2017-10-24;incubating;cncf
00000000-0039-0000-0000-000000000000;open-telemetry;OpenTelemetry;High-quality, ubiquitous, and portable telemetry to enable effective observability.;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/opentelemetry/icon/color/opentelemetry-icon-color.svg;https://opentelemetry.devstats.cncf.io/;2019-05-07;incubating;cncf
00000000-0040-0000-0000-000000000000;operator-framework;Operator Framework;SDK for building Kubernetes applications. Provides high level APIs, useful abstractions, and project scaffolding.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/operatorframework/icon/color/operatorframework-icon-color.svg;https://operatorframework.devstats.cncf.io/;2020-07-09;incubating;cncf
00000000-0041-0000-0000-000000000000;spiffe;SPIFFE;A universal identity control plane for distributed systems.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/spiffe/icon/color/spiffe-icon-color.svg;https://spiffe.devstats.cncf.io/;2018-03-29;incubating;cncf
00000000-0042-0000-0000-000000000000;thanos;Thanos;Open source, highly available Prometheus setup with long term storage capabilities.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/thanos/icon/color/thanos-icon-color.svg;https://thanos.devstats.cncf.io/;2019-07-20;incubating;cncf
00000000-0043-0000-0000-000000000000;akri;Akri;A Kubernetes Resource Interface for the Edge.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/akri/icon/light/akri-icon-light.svg;https://akri.devstats.cncf.io/;2021-09-14;sandbox;cncf
00000000-0044-0000-0000-000000000000;antrea;Antrea;Kubernetes networking based on Open vSwitch.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/antrea/icon/color/antrea-icon-color.svg;https://antrea.devstats.cncf.io/;2021-04-27;sandbox;cncf
00000000-0045-0000-0000-000000000000;athenz;Athenz;Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic infrastructures.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/athenz/icon/color/athenz-icon-color.svg;https://athenz.devstats.cncf.io/;2021-01-26;sandbox;cncf
00000000-0046-0000-0000-000000000000;backstage;Backstage;Backstage is an open platform for building developer portals.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/backstage/icon/color/backstage-icon-color.svg;https://backstage.devstats.cncf.io/;2020-09-08;incubating;cncf
00000000-0047-0000-0000-000000000000;bfe;Beyond Front End;Open-source layer 7 load balancer derived from proprietary Baidu FrontEnd.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/bfe/icon/color/bfe-icon-color.svg;https://bfe.devstats.cncf.io/;2020-06-23;sandbox;cncf
00000000-0048-0000-0000-000000000000;brigade;Brigade;Brigade is a tool for running scriptable, automated tasks.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/brigade/icon/color/brigade-icon-color.svg;https://brigade.devstats.cncf.io/;2019-03-18;sandbox;cncf
00000000-0049-0000-0000-000000000000;cdk8s;;Cloud Development Kit for Kubernetes.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/cdk8s/icon/color/cdk8s-icon-color.svg;https://cdk8s.devstats.cncf.io/;2020-11-10;sandbox;cncf
00000000-0050-0000-0000-000000000000;cert-manager;Cloud native certificate management;Automatically provision and manage TLS certificates in Kubernetes.;provisioning;https://cert-manager.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/cert-manager/icon/color/cert-manager-icon-color.svg;https://certmanager.devstats.cncf.io/;2020-11-10;sandbox;cncf
00000000-0051-0000-0000-000000000000;chaos-mesh;Chaos Mesh;A Chaos Engineering Platform for Kubernetes.;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/chaosmesh/icon/color/chaosmesh-icon-color.svg;https://chaosmesh.devstats.cncf.io/;2020-07-14;incubating;cncf
00000000-0052-0000-0000-000000000000;chaos-blade;ChaosBlade;An easy to use and powerful chaos engineering experiment toolkit.;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/chaosblade/icon/color/chaosblade-icon-color.svg;https://chaosblade.devstats.cncf.io/;2021-04-27;sandbox;cncf
00000000-0053-0000-0000-000000000000;chubao-fs;CubeFS;CubeFS (formerly ChubaoFS) is a cloud native distributed file system and object store.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/chubaofs/icon/color/chubaofs-icon-color.svg;https://chubaofs.devstats.cncf.io/;2019-12-17;sandbox;cncf
00000000-0054-0000-0000-000000000000;cloud-custodian;Cloud Custodian;Rules engine for cloud security, cost optimization, and governance, DSL in yaml for policies to query, filter, and take actions on resources.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/cloudcustodian/icon/color/cloudcustodian-icon-color.svg;https://cloudcustodian.devstats.cncf.io/;2020-06-23;sandbox;cncf
00000000-0055-0000-0000-000000000000;cni-genie;CNI-Genie;CNI-Genie for choosing pod network of your choice during deployment time. Supported pod networks - Calico, Flannel, Romana, Weave.;runtime;;https://landscape.cncf.io/logos/cni-genie.svg;https://cnigenie.devstats.cncf.io/;2020-06-23;sandbox;cncf
00000000-0056-0000-0000-000000000000;curiefense;Curiefense;Curiefense is a unified, open source platform protecting cloud native applications.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/curiefense/icon/color/curiefense-icon-color.svg;https://curiefense.devstats.cncf.io/;2021-01-26;sandbox;cncf
00000000-0057-0000-0000-000000000000;dex;Dex;OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/dex/icon/color/dex-icon-color.svg;https://dex.devstats.cncf.io/;2020-06-23;sandbox;cncf
00000000-0058-0000-0000-000000000000;fluid;Fluid;Fluid is an orchestration platform for elastic data abstraction and acceleration in cloud native environment.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/fluid/icon/color/fluid-icon-color.svg;https://fluid.devstats.cncf.io/;2021-04-27;sandbox;cncf
00000000-0059-0000-0000-000000000000;fonio;foniod;Data first monitoring agent using (e)BPF, built on RedBPF.;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/fonio/icon/color/fonio-icon-color.svg;https://ingraind.devstats.cncf.io/;2021-03-30;sandbox;cncf
00000000-0060-0000-0000-000000000000;in-toto;;in-toto is a framework to protect supply chain integrity.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/in-toto/icon/color/in-toto-icon-color.svg;https://intoto.devstats.cncf.io/;2019-08-21;incubating;cncf
00000000-0061-0000-0000-000000000000;inclavare;Inclavare Containers;A novel container runtime, aka confidential container, for cloud-native confidential computing and enclave runtime ecosystem.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/inclavare/icon/color/inclavare-icon-color.svg;https://inclavarecontainers.devstats.cncf.io/;2021-09-14;sandbox;cncf
00000000-0062-0000-0000-000000000000;flagger;Flagger;Progressive delivery Kubernetes operator (Canary, A/B Testing and Blue/Green deployments).;app definition;https://docs.flagger.app/;https://raw.githubusercontent.com/cncf/artwork/master/projects/flux/flagger/icon/color/flagger-icon-color.svg;;2019-07-15;incubating;cncf
00000000-0063-0000-0000-000000000000;k3s;K3s;The certified Kubernetes distribution built for IoT & Edge computing.;platform;;https://raw.githubusercontent.com/cncf/artwork/master/projects/k3s/icon/color/k3s-icon-color.svg;https://k3s.devstats.cncf.io/;2020-08-19;sandbox;cncf
00000000-0064-0000-0000-000000000000;k8gb;K8GB;A cloud native Kubernetes Global Balancer.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/k8gb/icon/color/k8gb-icon-color.svg;https://k8gb.devstats.cncf.io/;2021-03-30;sandbox;cncf
00000000-0065-0000-0000-000000000000;k8up;K8up;K8up is a Kubernetes Operator distributed via a Helm chart, compatible with OpenShift and plain Kubernetes.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/k8up/icon/k8up-icon-color.svg;https://k8up.devstats.cncf.io/;2021-11-16;sandbox;cncf
00000000-0066-0000-0000-000000000000;karmada;Karmada;Open, Multi-Cloud, Multi-Cluster Kubernetes Orchestration.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/karmada/icon/color/karmada-icon-color.svg;https://karmada.devstats.cncf.io/;2021-09-14;sandbox;cncf
00000000-0067-0000-0000-000000000000;keptn;Keptn;Cloud-native application life-cycle orchestration. Keptn automates your SLO-driven multi-stage delivery and operations & remediation of your applications.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/keptn/icon/color/keptn-icon-color.svg;https://keptn.devstats.cncf.io/;2020-06-23;sandbox;cncf
00000000-0068-0000-0000-000000000000;keylime;Keylime;Bootstrap & Maintain Trust on the Edge / Cloud and IoT.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/keylime/icon/color/keylime-icon-color.svg;https://keylime.devstats.cncf.io/;2020-09-22;sandbox;cncf
00000000-0069-0000-0000-000000000000;krustlet;Krustlet;Run WebAssembly workloads in your Kubernetes cluster.;serverless;;https://raw.githubusercontent.com/cncf/artwork/master/projects/krustlet/icon/color/krustlet-icon-color.svg;https://krustlet.devstats.cncf.io/;2021-05-24;sandbox;cncf
00000000-0070-0000-0000-000000000000;kube-ovn;Kube-OVN;A Kubernetes Network Fabric for Enterprises that is Rich in Functions and Easy in Operations.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/kube-ovn/icon/color/kube-ovn-icon-color.svg;https://kubeovn.devstats.cncf.io/;2021-01-26;sandbox;cncf
00000000-0071-0000-0000-000000000000;kuberhealthy;Kuberhealthy;A Kubernetes operator for running synthetic checks as pods. Works great with Prometheus!;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/kuberhealthy/icon/color/kuberhealthy-icon-color.svg;https://kuberhealthy.devstats.cncf.io/;2021-03-30;sandbox;cncf
00000000-0072-0000-0000-000000000000;kubevela;KubeVela;Make shipping applications more enjoyable.;app definition;https://kubevela.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/kubevela/icon/color/kubevela-icon-color.svg;https://kubevela.devstats.cncf.io/;2021-04-05;sandbox;cncf
00000000-0073-0000-0000-000000000000;kubevirt;KubeVirt;Kubernetes Virtualization API and runtime in order to define and manage virtual machines.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/kubevirt/icon/color/kubevirt-icon-color.svg;https://kubevirt.devstats.cncf.io/;2019-09-09;incubating;cncf
00000000-0074-0000-0000-000000000000;kudo;KUDO;Kubernetes Universal Declarative Operator.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/kudo/icon/color/kudo-icon-color.svg;https://kudo.devstats.cncf.io/;2020-06-23;sandbox;cncf
00000000-0075-0000-0000-000000000000;kuma;Kuma;The universal Envoy service mesh for distributed service connectivity.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/kuma/icon/color/kuma-icon-color.svg;https://kuma.devstats.cncf.io/;2020-06-23;sandbox;cncf
00000000-0076-0000-0000-000000000000;kyverno;Kyverno;Kubernetes Native Policy Management.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/kyverno/icon/color/kyverno-icon-color.svg;https://kyverno.devstats.cncf.io/;2020-11-10;sandbox;cncf
00000000-0077-0000-0000-000000000000;meshery;Meshery;The service mesh management plane.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/meshery/icon/meshery-logo-light.svg;https://meshery.devstats.cncf.io/;2021-06-21;sandbox;cncf
00000000-0078-0000-0000-000000000000;metal3-io;Metal3;Bare metal host provisioning for Kubernetes.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/metal3/icon/color/metal3-icon-color.svg;https://metal3.devstats.cncf.io/;2020-09-08;sandbox;cncf
00000000-0079-0000-0000-000000000000;network-service-mesh;Network Service Mesh;The Hybrid/Multi-cloud IP Service Mesh.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/networkservicemesh/icon/color/networkservicemesh-icon-color.svg;https://networkservicemesh.devstats.cncf.io/;2019-04-11;sandbox;cncf
00000000-0080-0000-0000-000000000000;nocalhost;Nocalhost;Nocalhost is Cloud Native Development Environment.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/nocalhost/icon/color/nocalhost-icon-color.svg;https://nocalhost.devstats.cncf.io/;2021-11-16;sandbox;cncf
00000000-0081-0000-0000-000000000000;ocm;Open Cluster Management;Make working with many Kubernetes clusters super easy regardless of where they are deployed.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/open-cluster-management/icon/color/ocm-icon-color.png;https://openclustermanagement.devstats.cncf.io/;2021-11-09;sandbox;cncf
00000000-0082-0000-0000-000000000000;osm;Open Service Mesh;Open Service Mesh (OSM) is a lightweight, extensible, cloud native service mesh that allows users to uniformly manage, secure, and get out-of-the-box observability features for highly dynamic microservice environments.;orchestration;;https://raw.githubusercontent.com/cncf/artwork/master/projects/openservicemesh/icon/color/openservicemesh-icon-color.svg;https://openservicemesh.devstats.cncf.io/;2020-09-08;sandbox;cncf
00000000-0083-0000-0000-000000000000;openebs;OpenEBS;Leading Open Source Container Attached Storage, built using Cloud Native Architecture, simplifies running Stateful Applications on Kubernetes.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/openebs/icon/color/openebs-icon-color.svg;https://openebs.devstats.cncf.io/;2019-05-14;sandbox;cncf
00000000-0084-0000-0000-000000000000;open-gitops;OpenGitOps;OpenGitOps is a set of open-source standards, best practices, and community-focused education to help organizations adopt a structured, standardized approach to implementing GitOps.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/opengitops/icon/color/opengitops-icon-color.svg;https://gitopswg.devstats.cncf.io/;2021-01-26;sandbox;cncf
00000000-0085-0000-0000-000000000000;open-kruise;OpenKruise;Automate application management on Kubernetes.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/openkruise/icon/color/openkruise-icon-color.svg;https://openkruise.devstats.cncf.io/;2020-11-10;sandbox;cncf
00000000-0086-0000-0000-000000000000;open-metrics;OpenMetrics;Evolving the Prometheus exposition format into a standard.;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/openmetrics/icon/color/openmetrics-icon-color.svg;https://openmetrics.devstats.cncf.io/;2018-08-10;incubating;cncf
00000000-0087-0000-0000-000000000000;openyurt;OpenYurt;An open platform that extending your native Kubernetes to edge.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/openyurt/icon/color/openyurt-icon-color.svg;https://openyurt.devstats.cncf.io/;2020-09-08;sandbox;cncf
00000000-0088-0000-0000-000000000000;oras;ORAS;ORAS is the tool for working with OCI Artifacts.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/oras/horizontal/color/oras-horizontal-color.svg;https://oras.devstats.cncf.io/;2021-06-02;sandbox;cncf
00000000-0089-0000-0000-000000000000;parsec;PARSEC;Platform AbstRaction for SECurity service.;provisioning;;https://raw.githubusercontent.com/cncf/artwork/master/projects/parsec/icon/color/parsec-icon-color.svg;https://parsec.devstats.cncf.io/;2020-06-23;sandbox;cncf
00000000-0090-0000-0000-000000000000;piraeus;Piraeus;High Available Datastore for Kubernetes.;runtime;;https://raw.githubusercontent.com/cncf/artwork/master/projects/piraeus/icon/color/piraeus-icon-color.svg;https://piraeus.devstats.cncf.io/;2021-01-26;sandbox;cncf
00000000-0091-0000-0000-000000000000;pixie;Pixie;Open source Kubernetes observability for developers.;observability;;https://raw.githubusercontent.com/cncf/artwork/master/projects/pixie/icon/color/pixie-icon-color.svg;https://pixie.devstats.cncf.io/;2021-06-15;sandbox;cncf
00000000-0092-0000-0000-000000000000;porter;Porter;Porter enables you to package your application artifact, client tools, configuration and deployment logic together as a versioned bundle that you can distribute, and install with a single command.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/porter/icon/color/porter-icon-color.svg;https://porter.devstats.cncf.io/;2020-09-08;sandbox;cncf
00000000-0093-0000-0000-000000000000;pravega;Pravega;Streaming as a new software defined storage primitive.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/pravega/icon/color/pravega-icon-color.svg;https://pravega.devstats.cncf.io/;2020-11-10;sandbox;cncf
00000000-0094-0000-0000-000000000000;schemahero;SchemaHero;A Kubernetes operator for declarative database schema management (gitops for database schemas).;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/schemahero/icon/color/schemahero-icon-color.svg;https://schemahero.devstats.cncf.io/;2020-11-10;sandbox;cncf
00000000-0095-0000-0000-000000000000;serverless-workflow;Serverless Workflow;Standards-based DSL and open-source dev tools and runtimes are at the heart of the Serverless Workflow project.;app definition;;https://raw.githubusercontent.com/cncf/artwork/master/projects/serverlessworkflow/icon/color/serverlessworkflow-icon-color.svg;https://serverlessworkflow.devstats.cncf.io/;2020-07-14;sandbox;cncf
