repository_id;name;url;check_sets;project_id
10000000-0000-0017-0000-000000000000;datashim;https://github.com/datashim-io/datashim;{community, code};10000000-0017-0000-0000-000000000000
10000000-0000-0018-0000-000000000000;marquez;https://github.com/MarquezProject/marquez;{community, code};10000000-0018-0000-0000-000000000000
10000000-0000-0019-0000-000000000000;feast;https://github.com/feast-dev/feast;{community, code};10000000-0019-0000-0000-000000000000
10000000-0000-0020-0000-000000000000;nnstreamer;https://github.com/nnstreamer/nnstreamer;{community, code};10000000-0020-0000-0000-000000000000
10000000-0000-0021-0000-000000000000;adlik;https://github.com/Adlik/Adlik;{community, code};10000000-0021-0000-0000-000000000000
10000000-0000-0022-0000-000000000000;kserve;https://github.com/kserve/kserve;{community, code};10000000-0022-0000-0000-000000000000
10000000-0000-0023-0000-000000000000;substra;https://github.com/Substra/substra;{community, code};10000000-0023-0000-0000-000000000000
10000000-0000-0024-0000-000000000000;ludwig;https://github.com/ludwig-ai/ludwig;{community, code};10000000-0024-0000-0000-000000000000
10000000-0000-0025-0000-000000000000;kedro;https://github.com/quantumblacklabs/kedro;{community, code};10000000-0025-0000-0000-000000000000
10000000-0000-0026-0000-000000000000;aix360;https://github.com/Trusted-AI/AIX360;{community, code};10000000-0026-0000-0000-000000000000
10000000-0000-0027-0000-000000000000;aif360;https://github.com/Trusted-AI/AIF360;{community, code};10000000-0027-0000-0000-000000000000
10000000-0000-0028-0000-000000000000;edl;https://github.com/elasticdeeplearning/edl;{community, code};10000000-0028-0000-0000-000000000000
10000000-0000-0029-0000-000000000000;soajs;https://github.com/soajs/soajs;{community, code};10000000-0029-0000-0000-000000000000
10000000-0000-0030-0000-000000000000;sparklyr;https://github.com/sparklyr/sparklyr;{community, code};10000000-0030-0000-0000-000000000000
10000000-0000-0031-0000-000000000000;delta;https://github.com/Delta-ML/delta;{community, code};10000000-0031-0000-0000-000000000000
10000000-0000-0032-0000-000000000000;openbytes;https://github.com/Project-OpenBytes/OpenBytes;{community, code};10000000-0032-0000-0000-000000000000
10000000-0000-0033-0000-000000000000;openlineage;https://github.com/OpenLineage/OpenLineage;{community, code};10000000-0033-0000-0000-000000000000
10000000-0000-0034-0000-000000000000;artigraph;https://github.com/artigraph/artigraph;{community, code};10000000-0034-0000-0000-000000000000
10000000-0000-0035-0000-000000000000;mlx;https://github.com/machine-learning-exchange/mlx;{community, code};10000000-0035-0000-0000-000000000000
10000000-0000-0036-0000-000000000000;rosaenlg;https://github.com/RosaeNLG/rosaenlg;{community, code};10000000-0036-0000-0000-000000000000
10000000-0000-0037-0000-000000000000;serving;https://github.com/Angel-ML/serving;{code-lite};10000000-0001-0000-0000-000000000000
10000000-0000-0038-0000-000000000000;papers-we-learn;https://github.com/Angel-ML/papers-we-learn;{docs};10000000-0001-0000-0000-000000000000
10000000-0000-0039-0000-000000000000;numpyro;https://github.com/pyro-ppl/numpyro;{code-lite};10000000-0002-0000-0000-000000000000
10000000-0000-0040-0000-000000000000;funsor;https://github.com/pyro-ppl/funsor;{code-lite};10000000-0002-0000-0000-000000000000
10000000-0000-0041-0000-000000000000;community;https://github.com/milvus-io/community;{community};10000000-0003-0000-0000-000000000000
10000000-0000-0042-0000-000000000000;bootcamp;https://github.com/milvus-io/bootcamp;{code-lite};10000000-0003-0000-0000-000000000000
10000000-0000-0043-0000-000000000000;egeria-docs;https://github.com/odpi/egeria-docs;{docs};10000000-0004-0000-0000-000000000000
10000000-0000-0044-0000-000000000000;data-governance;https://github.com/odpi/data-governance;{community};10000000-0004-0000-0000-000000000000
10000000-0000-0045-0000-000000000000;models;https://github.com/onnx/models;{docs};10000000-0006-0000-0000-000000000000
10000000-0000-0046-0000-000000000000;generic-model-runner;https://github.com/acumos/generic-model-runner;{code-lite};10000000-0007-0000-0000-000000000000
10000000-0000-0047-0000-000000000000;acumos-python-client;https://github.com/acumos/acumos-python-client;{code-lite};10000000-0007-0000-0000-000000000000
10000000-0000-0048-0000-000000000000;flytekit;https://github.com/flyteorg/flytekit;{code-lite};10000000-0008-0000-0000-000000000000
10000000-0000-0049-0000-000000000000;flytesnacks;https://github.com/flyteorg/flytesnacks;{docs};10000000-0008-0000-0000-000000000000
10000000-0000-0050-0000-000000000000;docs.janusgraph.org;https://github.com/JanusGraph/docs.janusgraph.org;{docs};10000000-0015-0000-0000-000000000000
10000000-0000-0051-0000-000000000000;amundsenrds;https://github.com/amundsen-io/amundsenrds;{code-lite};10000000-0016-0000-0000-000000000000
10000000-0000-0052-0000-000000000000;amundsengremlin;https://github.com/amundsen-io/amundsengremlin;{code-lite};10000000-0016-0000-0000-000000000000
10000000-0000-0053-0000-000000000000;TAOS-CI;https://github.com/nnstreamer/TAOS-CI;{code-lite};10000000-0020-0000-0000-000000000000
10000000-0000-0054-0000-000000000000;nntrainer;https://github.com/nnstreamer/nntrainer;{code-lite};10000000-0020-0000-0000-000000000000
10000000-0000-0055-0000-000000000000;modelmesh-serving;https://github.com/kserve/modelmesh-serving;{code-lite};10000000-0022-0000-0000-000000000000
10000000-0000-0056-0000-000000000000;substra-documentation;https://github.com/Substra/substra-documentation;{docs};10000000-0023-0000-0000-000000000000
10000000-0000-0057-0000-000000000000;kedro-viz;https://github.com/kedro-org/kedro-viz;{code-lite};10000000-0025-0000-0000-000000000000
10000000-0000-0058-0000-000000000000;openbytes-docs;https://github.com/Project-OpenBytes/OpenBytes;{docs};10000000-0032-0000-0000-000000000000
10000000-0000-0059-0000-000000000000;rosaenlg-java;https://github.com/RosaeNLG/rosaenlg-java;{code-lite};10000000-0036-0000-0000-000000000000
