repository_id;name;url;kind;project_id
00000000-0000-0098-0000-000000000000;fluid;https://github.com/fluid-cloudnative/fluid;primary;00000000-0058-0000-0000-000000000000
00000000-0000-0099-0000-000000000000;foniod;https://github.com/foniod/foniod;primary;00000000-0059-0000-0000-000000000000
00000000-0000-0100-0000-000000000000;in-toto;https://github.com/in-toto/in-toto;primary;00000000-0060-0000-0000-000000000000
00000000-0000-0101-0000-000000000000;inclavare-containers;https://github.com/alibaba/inclavare-containers;primary;00000000-0061-0000-0000-000000000000
00000000-0000-0102-0000-000000000000;k3s;https://github.com/k3s-io/k3s;primary;00000000-0063-0000-0000-000000000000
00000000-0000-0103-0000-000000000000;k8gb;https://github.com/k8gb-io/k8gb;primary;00000000-0064-0000-0000-000000000000
00000000-0000-0104-0000-000000000000;k8up;https://github.com/k8up-io/k8up;primary;00000000-0065-0000-0000-000000000000
00000000-0000-0105-0000-000000000000;karmada;https://github.com/karmada-io/karmada;primary;00000000-0066-0000-0000-000000000000
00000000-0000-0106-0000-000000000000;keptn;https://github.com/keptn/keptn;primary;00000000-0067-0000-0000-000000000000
00000000-0000-0107-0000-000000000000;keylime;https://github.com/keylime/keylime;primary;00000000-0068-0000-0000-000000000000
00000000-0000-0108-0000-000000000000;krustlet;https://github.com/krustlet/krustlet;primary;00000000-0069-0000-0000-000000000000
00000000-0000-0109-0000-000000000000;kube-ovn;https://github.com/kubeovn/kube-ovn;primary;00000000-0070-0000-0000-000000000000
00000000-0000-0110-0000-000000000000;kuberhealthy;https://github.com/kuberhealthy/kuberhealthy;primary;00000000-0071-0000-0000-000000000000
00000000-0000-0111-0000-000000000000;kubevela;https://github.com/oam-dev/kubevela;primary;00000000-0072-0000-0000-000000000000
00000000-0000-0112-0000-000000000000;kubevirt;https://github.com/kubevirt/kubevirt;primary;00000000-0073-0000-0000-000000000000
00000000-0000-0114-0000-000000000000;kudo;https://github.com/kudobuilder/kudo;primary;00000000-0074-0000-0000-000000000000
00000000-0000-0115-0000-000000000000;kuma;https://github.com/kumahq/kuma;primary;00000000-0075-0000-0000-000000000000
00000000-0000-0116-0000-000000000000;kyverno;https://github.com/kyverno/kyverno;primary;00000000-0076-0000-0000-000000000000
00000000-0000-0117-0000-000000000000;meshery;https://github.com/meshery/meshery;primary;00000000-0077-0000-0000-000000000000
00000000-0000-0118-0000-000000000000;cluster-api-provider-metal3;https://github.com/metal3-io/cluster-api-provider-metal3;secondary;00000000-0078-0000-0000-000000000000
00000000-0000-0119-0000-000000000000;networkservicemesh;https://github.com/networkservicemesh/networkservicemesh;primary;00000000-0079-0000-0000-000000000000
00000000-0000-0120-0000-000000000000;nocalhost;https://github.com/nocalhost/nocalhost;primary;00000000-0080-0000-0000-000000000000
00000000-0000-0121-0000-000000000000;ocm;https://github.com/open-cluster-management-io/ocm;primary;00000000-0081-0000-0000-000000000000
00000000-0000-0122-0000-000000000000;osm;https://github.com/openservicemesh/osm;primary;00000000-0082-0000-0000-000000000000
00000000-0000-0123-0000-000000000000;openebs;https://github.com/openebs/openebs;primary;00000000-0083-0000-0000-000000000000
00000000-0000-0124-0000-000000000000;project;https://github.com/open-gitops/project;primary;00000000-0084-0000-0000-000000000000
00000000-0000-0125-0000-000000000000;kruise;https://github.com/openkruise/kruise;primary;00000000-0085-0000-0000-000000000000
00000000-0000-0126-0000-000000000000;openmetrics;https://github.com/OpenObservability/OpenMetrics;primary;00000000-0086-0000-0000-000000000000
00000000-0000-0127-0000-000000000000;openyurt;https://github.com/openyurtio/openyurt;primary;00000000-0087-0000-0000-000000000000
00000000-0000-0128-0000-000000000000;oras;https://github.com/oras-project/oras;primary;00000000-0088-0000-0000-000000000000
00000000-0000-0129-0000-000000000000;parsec;https://github.com/parallaxsecond/parsec;primary;00000000-0089-0000-0000-000000000000
00000000-0000-0130-0000-000000000000;piraeus;https://github.com/piraeusdatastore/piraeus;primary;00000000-0090-0000-0000-000000000000
00000000-0000-0131-0000-000000000000;pixie;https://github.com/pixie-io/pixie;primary;00000000-0091-0000-0000-000000000000
00000000-0000-0132-0000-000000000000;porter;https://github.com/getporter/porter;primary;00000000-0092-0000-0000-000000000000
00000000-0000-0133-0000-000000000000;pravega;https://github.com/pravega/pravega;primary;00000000-0093-0000-0000-000000000000
00000000-0000-0134-0000-000000000000;schemahero;https://github.com/schemahero/schemahero;primary;00000000-0094-0000-0000-000000000000
00000000-0000-0135-0000-000000000000;specification;https://github.com/serverlessworkflow/specification;primary;00000000-0095-0000-0000-000000000000
00000000-0000-0136-0000-000000000000;smi-spec;https://github.com/servicemeshinterface/smi-spec;primary;00000000-0096-0000-0000-000000000000
00000000-0000-0137-0000-000000000000;smi-sdk-go;https://github.com/servicemeshinterface/smi-sdk-go;secondary;00000000-0096-0000-0000-000000000000
00000000-0000-0138-0000-000000000000;smi-metrics;https://github.com/servicemeshinterface/smi-metrics;secondary;00000000-0096-0000-0000-000000000000
00000000-0000-0139-0000-000000000000;service-mesh-performance;https://github.com/service-mesh-performance/service-mesh-performance;primary;00000000-0097-0000-0000-000000000000
00000000-0000-0140-0000-000000000000;skooner;https://github.com/skooner-k8s/skooner;primary;00000000-0098-0000-0000-000000000000
00000000-0000-0141-0000-000000000000;strimzi-kafka-operator;https://github.com/strimzi/strimzi-kafka-operator;primary;00000000-0099-0000-0000-000000000000
00000000-0000-0142-0000-000000000000;strimzi-kafka-bridge;https://github.com/strimzi/strimzi-kafka-bridge;secondary;00000000-0099-0000-0000-000000000000
00000000-0000-0143-0000-000000000000;strimzi-kafka-oauth;https://github.com/strimzi/strimzi-kafka-oauth;secondary;00000000-0099-0000-0000-000000000000
00000000-0000-0144-0000-000000000000;submariner;https://github.com/submariner-io/submariner;primary;00000000-0100-0000-0000-000000000000
00000000-0000-0146-0000-000000000000;superedge;https://github.com/superedge/superedge;primary;00000000-0101-0000-0000-000000000000
00000000-0000-0147-0000-000000000000;telepresence;https://github.com/telepresenceio/telepresence;primary;00000000-0102-0000-0000-000000000000
00000000-0000-0148-0000-000000000000;tink;https://github.com/tinkerbell/tink;primary;00000000-0103-0000-0000-000000000000
00000000-0000-0149-0000-000000000000;tremor-runtime;https://github.com/tremor-rs/tremor-runtime;primary;00000000-0104-0000-0000-000000000000
00000000-0000-0150-0000-000000000000;trickster;https://github.com/trickstercache/trickster;primary;00000000-0105-0000-0000-000000000000
00000000-0000-0151-0000-000000000000;v6d;https://github.com/v6d-io/v6d;primary;00000000-0106-0000-0000-000000000000
00000000-0000-0152-0000-000000000000;virtual-kubelet;https://github.com/virtual-kubelet/virtual-kubelet;primary;00000000-0107-0000-0000-000000000000
00000000-0000-0153-0000-000000000000;volcano;https://github.com/volcano-sh/volcano;primary;00000000-0108-0000-0000-000000000000
00000000-0000-0154-0000-000000000000;wasmcloud;https://github.com/wasmCloud/wasmCloud;primary;00000000-0109-0000-0000-000000000000
00000000-0000-0155-0000-000000000000;wasmedge;https://github.com/WasmEdge/WasmEdge;primary;00000000-0110-0000-0000-000000000000
00000000-0000-0157-0000-000000000000;xds-relay;https://github.com/envoyproxy/xds-relay;secondary;00000000-0004-0000-0000-000000000000
00000000-0000-0158-0000-000000000000;java-control-panel;https://github.com/envoyproxy/java-control-plane;secondary;00000000-0004-0000-0000-000000000000
00000000-0000-0159-0000-000000000000;zetcd;https://github.com/etcd-io/zetcd;secondary;00000000-0005-0000-0000-000000000000
00000000-0000-0160-0000-000000000000;jetcd;https://github.com/etcd-io/jetcd;secondary;00000000-0005-0000-0000-000000000000
00000000-0000-0161-0000-000000000000;dbtester;https://github.com/etcd-io/dbtester;secondary;00000000-0005-0000-0000-000000000000
00000000-0000-0162-0000-000000000000;etcdlabs;https://github.com/etcd-io/etcdlabs;secondary;00000000-0005-0000-0000-000000000000
00000000-0000-0167-0000-000000000000;jaeger-ui;https://github.com/jaegertracing/jaeger-ui;secondary;00000000-0009-0000-0000-000000000000
00000000-0000-0168-0000-000000000000;spec;https://github.com/oam-dev/spec;secondary;00000000-0072-0000-0000-000000000000
00000000-0000-0169-0000-000000000000;baremetal-operator;https://github.com/metal3-io/baremetal-operator;secondary;00000000-0078-0000-0000-000000000000
00000000-0000-0170-0000-000000000000;api;https://github.com/open-cluster-management-io/api;secondary;00000000-0081-0000-0000-000000000000
00000000-0000-0171-0000-000000000000;zfs-localpv;https://github.com/openebs/zfs-localpv;secondary;00000000-0083-0000-0000-000000000000
00000000-0000-0172-0000-000000000000;mayastor;https://github.com/openebs/mayastor;secondary;00000000-0083-0000-0000-000000000000
00000000-0000-0173-0000-000000000000;opentelemetry-java-instrumentation;https://github.com/open-telemetry/opentelemetry-java-instrumentation;secondary;00000000-0039-0000-0000-000000000000
00000000-0000-0174-0000-000000000000;opentelemetry-dotnet;https://github.com/open-telemetry/opentelemetry-dotnet;secondary;00000000-0039-0000-0000-000000000000
00000000-0000-0175-0000-000000000000;opentelemetry-dotnet-instrumentation;https://github.com/open-telemetry/opentelemetry-dotnet-instrumentation;secondary;00000000-0039-0000-0000-000000000000
00000000-0000-0176-0000-000000000000;opentelemetry-js;https://github.com/open-telemetry/opentelemetry-js;secondary;00000000-0039-0000-0000-000000000000
00000000-0000-0177-0000-000000000000;opentelemetry-collector;https://github.com/open-telemetry/opentelemetry-collector;secondary;00000000-0039-0000-0000-000000000000
00000000-0000-0178-0000-000000000000;sdk-go;https://github.com/cloudevents/sdk-go;secondary;00000000-0021-0000-0000-000000000000
00000000-0000-0179-0000-000000000000;sdk-java;https://github.com/cloudevents/sdk-java;secondary;00000000-0021-0000-0000-000000000000
00000000-0000-0180-0000-000000000000;sdk-javascript;https://github.com/cloudevents/sdk-javascript;secondary;00000000-0021-0000-0000-000000000000
00000000-0000-0181-0000-000000000000;sdk-csharp;https://github.com/cloudevents/sdk-csharp;secondary;00000000-0021-0000-0000-000000000000
00000000-0000-0182-0000-000000000000;sdk-python;https://github.com/cloudevents/sdk-python;secondary;00000000-0021-0000-0000-000000000000
00000000-0000-0183-0000-000000000000;redbpf;https://github.com/foniod/redbpf;secondary;00000000-0059-0000-0000-000000000000
00000000-0000-0184-0000-000000000000;rust-prometheus;https://github.com/tikv/rust-prometheus;secondary;00000000-0016-0000-0000-000000000000
00000000-0000-0185-0000-000000000000;pprof-rs;https://github.com/tikv/pprof-rs;secondary;00000000-0016-0000-0000-000000000000
00000000-0000-0186-0000-000000000000;clusteradm;https://github.com/open-cluster-management-io/clusteradm;secondary;00000000-0081-0000-0000-000000000000
00000000-0000-0187-0000-000000000000;metal3-docs;https://github.com/metal3-io/metal3-docs;primary;00000000-0078-0000-0000-000000000000
00000000-0000-0188-0000-000000000000;community;https://github.com/open-telemetry/community;primary;00000000-0039-0000-0000-000000000000
