organization_id;name;home_url;logo_url
00000024-0000-0000-0000-000000000000;cortex;https://github.com/cortexproject;https://raw.githubusercontent.com/cncf/artwork/master/projects/cortex/icon/color/cortex-icon-color.svg
00000025-0000-0000-0000-000000000000;cri-o;https://cri-o.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/crio/icon/color/crio-icon-color.svg
00000026-0000-0000-0000-000000000000;crossplane;https://crossplane.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/crossplane/icon/color/crossplane-icon-color.svg
00000027-0000-0000-0000-000000000000;dapr;https://dapr.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/dapr/icon/color/dapr-icon-color.svg
00000028-0000-0000-0000-000000000000;dragonfly;https://d7y.io/en-us/;https://raw.githubusercontent.com/cncf/artwork/master/projects/dragonfly/icon/color/dragonfly-icon-color.svg
00000029-0000-0000-0000-000000000000;ambassador;https://www.getambassador.io/;https://cdn-images-1.medium.com/max/216/1*YnBpgr6Mpn_kaDlfcuVlFg@2x.png
00000030-0000-0000-0000-000000000000;falco;https://falco.org/;https://raw.githubusercontent.com/cncf/artwork/master/projects/falco/icon/color/falco-icon-color.svg
00000031-0000-0000-0000-000000000000;flux-cd;https://fluxcd.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/flux/icon/color/flux-icon-color.svg
00000032-0000-0000-0000-000000000000;grpc;https://grpc.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/grpc/icon/color/grpc-icon-color.svg
00000033-0000-0000-0000-000000000000;keda;https://keda.sh/;https://raw.githubusercontent.com/cncf/artwork/master/projects/keda/icon/color/keda-icon-color.svg
00000034-0000-0000-0000-000000000000;kube-edge;https://kubeedge.io/en/;https://raw.githubusercontent.com/cncf/artwork/master/projects/kubeedge/icon/color/kubeedge-icon-color.svg
00000035-0000-0000-0000-000000000000;litmus;https://litmuschaos.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/litmus/icon/color/litmus-icon-color.svg
00000036-0000-0000-0000-000000000000;longhorn;https://github.com/longhorn/longhorn;https://raw.githubusercontent.com/cncf/artwork/master/projects/longhorn/icon/color/longhorn-icon-color.svg
00000037-0000-0000-0000-000000000000;nats;https://nats.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/nats/icon/color/nats-icon-color.svg
00000038-0000-0000-0000-000000000000;notary;https://github.com/notaryproject/notary;https://raw.githubusercontent.com/cncf/artwork/master/projects/notary/icon/color/notary-icon-color.svg
00000039-0000-0000-0000-000000000000;open-telemetry;https://opentelemetry.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/opentelemetry/icon/color/opentelemetry-icon-color.svg
00000040-0000-0000-0000-000000000000;operator-framework;https://cloud.redhat.com/learn/topics/operators;https://raw.githubusercontent.com/cncf/artwork/master/projects/operatorframework/icon/color/operatorframework-icon-color.svg
00000041-0000-0000-0000-000000000000;spiffe;https://spiffe.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/spiffe/icon/color/spiffe-icon-color.svg
00000042-0000-0000-0000-000000000000;thanos;https://thanos.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/thanos/icon/color/thanos-icon-color.svg
00000043-0000-0000-0000-000000000000;akri;https://docs.akri.sh/;https://raw.githubusercontent.com/cncf/artwork/master/projects/akri/icon/light/akri-icon-light.svg
00000044-0000-0000-0000-000000000000;antrea;https://antrea.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/antrea/icon/color/antrea-icon-color.svg
00000045-0000-0000-0000-000000000000;athenz;https://www.athenz.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/athenz/icon/color/athenz-icon-color.svg
00000046-0000-0000-0000-000000000000;backstage;https://backstage.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/backstage/icon/color/backstage-icon-color.svg
00000047-0000-0000-0000-000000000000;bfenetworks;https://github.com/bfenetworks/bfe;https://raw.githubusercontent.com/cncf/artwork/master/projects/bfe/icon/color/bfe-icon-color.svg
00000048-0000-0000-0000-000000000000;brigade;https://brigade.sh/;https://raw.githubusercontent.com/cncf/artwork/master/projects/brigade/icon/color/brigade-icon-color.svg
00000049-0000-0000-0000-000000000000;cdk8s;https://cdk8s.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/cdk8s/icon/color/cdk8s-icon-color.svg
00000050-0000-0000-0000-000000000000;jet-stack;https://www.jetstack.io/open-source/;https://www.venafi.com/sites/default/files/2020-08/jetstack%20TN%20logo.png
00000051-0000-0000-0000-000000000000;chaos-mesh;https://github.com/chaos-mesh/chaos-mesh;https://raw.githubusercontent.com/cncf/artwork/master/projects/chaosmesh/icon/color/chaosmesh-icon-color.svg
00000052-0000-0000-0000-000000000000;chaos-blade;https://github.com/chaosblade-io/chaosblade;https://kubeovn.teststats.cncf.io/public/img/projects/chaosblade.svg
00000053-0000-0000-0000-000000000000;chubao-fs;https://chubao.io/cgi-sys/suspendedpage.cgi;https://raw.githubusercontent.com/cncf/artwork/master/projects/chubaofs/icon/color/chubaofs-icon-color.svg
00000054-0000-0000-0000-000000000000;cloud-custodian;https://cloudcustodian.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/cloudcustodian/icon/color/cloudcustodian-icon-color.svg
00000055-0000-0000-0000-000000000000;cni-genie;https://github.com/cni-genie/CNI-Genie;https://kubeovn.teststats.cncf.io/public/img/projects/cni.svg
00000056-0000-0000-0000-000000000000;curiefense;https://www.curiefense.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/curiefense/icon/color/curiefense-icon-color.svg
00000057-0000-0000-0000-000000000000;dex;https://github.com/dexidp/dex;https://raw.githubusercontent.com/cncf/artwork/master/projects/dex/icon/color/dex-icon-color.svg
00000058-0000-0000-0000-000000000000;fluid;http://pasa-bigdata.nju.edu.cn/fluid/index.html;https://raw.githubusercontent.com/cncf/artwork/master/projects/fluid/icon/color/fluid-icon-color.svg
00000059-0000-0000-0000-000000000000;fonio;https://github.com/foniod/project;https://raw.githubusercontent.com/cncf/artwork/master/projects/fonio/icon/color/fonio-icon-color.svg
00000060-0000-0000-0000-000000000000;in-toto;https://in-toto.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/in-toto/icon/color/in-toto-icon-color.svg
00000061-0000-0000-0000-000000000000;alibaba;https://www.alibabagroup.com/;https://vignette.wikia.nocookie.net/logopedia/images/0/04/Alibaba.svg/revision/latest?cb=20170221094406
00000062-0000-0000-0000-000000000000;k3s;https://k3s.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/k3s/icon/color/k3s-icon-color.svg
00000063-0000-0000-0000-000000000000;k8gb;https://www.k8gb.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/k8gb/icon/color/k8gb-icon-color.svg
00000064-0000-0000-0000-000000000000;k8up;https://k8up.io/k8up/2.1/index.html;https://kubeovn.teststats.cncf.io/public/img/projects/k8up.svg
00000065-0000-0000-0000-000000000000;karmada;https://karmada.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/karmada/icon/color/karmada-icon-color.svg
00000066-0000-0000-0000-000000000000;keptn;https://www.keptn.sh/;https://raw.githubusercontent.com/cncf/artwork/master/projects/keptn/icon/color/keptn-icon-color.svg
00000067-0000-0000-0000-000000000000;keylime;https://keylime.dev;https://raw.githubusercontent.com/cncf/artwork/master/projects/keylime/icon/color/keylime-icon-color.svg
00000068-0000-0000-0000-000000000000;krustlet;https://krustlet.dev;https://raw.githubusercontent.com/cncf/artwork/master/projects/krustlet/icon/color/krustlet-icon-color.svg
00000069-0000-0000-0000-000000000000;kube-ovn;https://kube-ovn.io/;https://kubeovn.teststats.cncf.io/public/img/projects/kubeovn.svg
00000070-0000-0000-0000-000000000000;kuberhealthy;https://github.com/kuberhealthy/kuberhealthy;https://raw.githubusercontent.com/cncf/artwork/master/projects/kuberhealthy/icon/color/kuberhealthy-icon-color.svg
00000071-0000-0000-0000-000000000000;oam-dev;https://oam.dev;https://oam.dev/images/logos/ohm-borderless.svg
00000072-0000-0000-0000-000000000000;kubevirt;https://kubevirt.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/kubevirt/icon/color/kubevirt-icon-color.svg
00000073-0000-0000-0000-000000000000;kudo-builder;https://kudo.dev;https://raw.githubusercontent.com/cncf/artwork/master/projects/kudo/icon/color/kudo-icon-color.svg
00000074-0000-0000-0000-000000000000;kuma;https://kuma.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/kuma/icon/color/kuma-icon-color.svg
00000075-0000-0000-0000-000000000000;kyverno;https://kyverno.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/kyverno/icon/color/kyverno-icon-color.svg
00000076-0000-0000-0000-000000000000;meshery;https://meshery.io;https://kubeovn.teststats.cncf.io/public/img/projects/meshery.svg
00000077-0000-0000-0000-000000000000;metal3-io;https://metal3.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/metal3/icon/color/metal3-icon-color.svg
00000078-0000-0000-0000-000000000000;network-service-mesh;https://networkservicemesh.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/networkservicemesh/icon/color/networkservicemesh-icon-color.svg
00000079-0000-0000-0000-000000000000;nocalhost;https://nocalhost.dev;https://raw.githubusercontent.com/cncf/artwork/master/projects/nocalhost/icon/color/nocalhost-icon-color.svg
00000080-0000-0000-0000-000000000000;ocm;https://open-cluster-management.io;https://kubeovn.teststats.cncf.io/public/img/projects/openclustermanagement.svg
00000081-0000-0000-0000-000000000000;osm;https://openservicemesh.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/openservicemesh/icon/color/openservicemesh-icon-color.svg
00000082-0000-0000-0000-000000000000;openebs;https://openebs.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/openebs/icon/color/openebs-icon-color.svg
00000083-0000-0000-0000-000000000000;open-gitops;https://opengitops.dev;https://raw.githubusercontent.com/cncf/artwork/master/projects/opengitops/icon/color/opengitops-icon-color.svg
00000084-0000-0000-0000-000000000000;open-kruise;https://openkruise.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/openkruise/icon/color/openkruise-icon-color.svg
00000085-0000-0000-0000-000000000000;open-metrics;https://openmetrics.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/openmetrics/icon/color/openmetrics-icon-color.svg
00000086-0000-0000-0000-000000000000;openyurt;https://openyurt.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/openyurt/icon/color/openyurt-icon-color.svg
00000087-0000-0000-0000-000000000000;oras;https://oras.land;https://raw.githubusercontent.com/cncf/artwork/master/projects/oras/horizontal/color/oras-horizontal-color.svg
00000088-0000-0000-0000-000000000000;parsec;https://github.com/parallaxsecond/parsec;https://raw.githubusercontent.com/cncf/artwork/master/projects/parsec/icon/color/parsec-icon-color.svg
00000089-0000-0000-0000-000000000000;piraeus;https://piraeus.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/piraeus/icon/color/piraeus-icon-color.svg
00000090-0000-0000-0000-000000000000;pixie;https://px.dev;https://raw.githubusercontent.com/cncf/artwork/master/projects/pixie/icon/color/pixie-icon-color.svg
00000091-0000-0000-0000-000000000000;porter;https://porter.sh;https://raw.githubusercontent.com/cncf/artwork/master/projects/porter/icon/color/porter-icon-color.svg
00000092-0000-0000-0000-000000000000;pravega;https://cncf.pravega.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/pravega/icon/color/pravega-icon-color.svg
00000093-0000-0000-0000-000000000000;schemahero;https://schemahero.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/schemahero/icon/color/schemahero-icon-color.svg
00000094-0000-0000-0000-000000000000;serverless-workflow;https://serverlessworkflow.github.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/serverlessworkflow/icon/color/serverlessworkflow-icon-color.svg
00000095-0000-0000-0000-000000000000;smi;https://smi-spec.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/servicemeshinterface/icon/color/servicemeshinterface-icon-color.svg
00000096-0000-0000-0000-000000000000;smp;https://smp-spec.io;https://smp-spec.io/assets/img/logo/smp.png
00000097-0000-0000-0000-000000000000;skooner;https://github.com/skooner-k8s/skooner;https://raw.githubusercontent.com/cncf/artwork/master/projects/skooner/icon/color/Skooner-icon-color.svg
00000098-0000-0000-0000-000000000000;strimzi;https://strimzi.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/strimzi/icon/color/strimzi-icon-color.svg
00000099-0000-0000-0000-000000000000;submariner;https://submariner.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/submariner/icon/color/submariner-icon-color.svg
00000100-0000-0000-0000-000000000000;superedge;https://superedge.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/superedge/icon/color/superedge-icon-color.svg
00000101-0000-0000-0000-000000000000;telepresence;https://www.telepresence.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/telepresence/icon/color/telepresence-icon-color.svg
00000102-0000-0000-0000-000000000000;tinkerbell;https://tinkerbell.org;https://raw.githubusercontent.com/cncf/artwork/master/projects/tinkerbell/icon/color-light/tinkerbell-icon-color-light.svg
00000103-0000-0000-0000-000000000000;tremor;https://www.tremor.rs;https://raw.githubusercontent.com/cncf/artwork/master/projects/tremor/icon/color/tremor-icon-color.svg
00000104-0000-0000-0000-000000000000;trickster;https://github.com/trickstercache/trickster;https://raw.githubusercontent.com/cncf/artwork/master/projects/trickster/icon/color/trickster-icon-color.svg
00000105-0000-0000-0000-000000000000;vineyard;https://v6d.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/vineyard/icon/color/vineyard-icon-color.svg
00000106-0000-0000-0000-000000000000;virtual-kubelet;https://virtual-kubelet.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/virtualkubelet/icon/color/virtualkubelet-icon-color.svg
00000107-0000-0000-0000-000000000000;volcano;https://volcano.sh/en/;https://raw.githubusercontent.com/cncf/artwork/master/projects/volcano/icon/color/volcano-icon-color.svg
00000108-0000-0000-0000-000000000000;wasm-cloud;https://wasmcloud.com;https://raw.githubusercontent.com/cncf/artwork/master/projects/wasmcloud/icon/color/wasmcloud.icon_green.svg
00000109-0000-0000-0000-000000000000;wasm-edge;https://wasmedge.org;https://raw.githubusercontent.com/cncf/artwork/master/projects/wasm-edge-runtime/icon/color/wasm-edge-runtime-icon-color.svg
00000110-0000-0000-0000-000000000000;knative;https://knative.dev;https://cdn-images-1.medium.com/max/1200/1*obfgJOC6Y7S2lSX6eHklIA.png
00000111-0000-0000-0000-000000000000;krator-rs;https://github.com/krator-rs;https://raw.githubusercontent.com/cncf/artwork/master/projects/krator/icon/color/krator-icon-color.svg
00000112-0000-0000-0000-000000000000;devfile;https://devfile.io;https://raw.githubusercontent.com/cncf/artwork/master/projects/devfile/icon/color/devfile-icon-color.svg
00000113-0000-0000-0000-000000000000;kube-rs;https://kube.rs;https://raw.githubusercontent.com/cncf/artwork/master/projects/kube-rs/icon/black/kube-rs-icon-black.svg
00000114-0000-0000-0000-000000000000;kubedl;https://kubedl.io/;https://raw.githubusercontent.com/cncf/artwork/master/projects/kubedl/icon/color/kubedl-icon-color.svg
00000115-0000-0000-0000-000000000000;openelb;https://openelb.github.io/;https://landscape.cncf.io/logos/open-elb.svg
